Username,Trajectory,X,Y,Z
G,spiral,-6.272735,1.357414,4.871083
G,spiral,-6.261982,1.370207,4.859315
G,spiral,-6.262568,1.386678,4.847989
G,spiral,-6.266921,1.408426,4.837665
G,spiral,-6.269881,1.440861,4.827216
G,spiral,-6.281987,1.490372,4.824057
G,spiral,-6.299508,1.507709,4.825665
G,spiral,-6.354309,1.504988,4.857375
G,spiral,-6.426921,1.509371,4.916954
G,spiral,-6.443223,1.510176,4.928194
G,spiral,-6.459221,1.508047,4.938413
G,spiral,-6.49313,1.508138,4.969527
G,spiral,-6.516673,1.507251,4.999297
G,spiral,-6.532719,1.507557,5.028062
G,spiral,-6.536993,1.527655,5.054972
G,spiral,-6.525188,1.555269,5.064414
G,spiral,-6.505668,1.586992,5.065515
G,spiral,-6.469479,1.624601,5.059707
G,spiral,-6.420005,1.661945,5.034956
G,spiral,-6.384344,1.66078,4.989856
G,spiral,-6.371496,1.631083,4.94999
G,spiral,-6.380166,1.57762,4.925694
G,spiral,-6.374292,1.501189,4.919577
G,spiral,-6.351748,1.435829,4.91301
G,spiral,-6.308754,1.364318,4.921188
G,spiral,-6.243699,1.325386,4.958804
G,spiral,-6.17865,1.330256,4.996981
G,spiral,-6.154647,1.327079,4.997401
G,spiral,-6.38852,1.228945,5.049919
G,spiral,-6.286996,1.374661,4.631548
G,spiral,-6.389412,1.213392,5.069373
G,spiral,-6.385829,1.22722,5.074217
G,spiral,-6.409303,1.237493,5.068254
G,spiral,-6.39111,1.231692,5.081985
G,spiral,-6.39359,1.230957,5.077635
G,spiral,-6.388396,1.223383,5.081094
G,spiral,-6.381158,1.226723,5.080084
G,spiral,-6.383279,1.226179,5.070166
G,spiral,-6.388587,1.223276,5.056911
G,spiral,-6.394357,1.220249,5.041551
G,spiral,-6.399275,1.22371,5.062216
G,spiral,-6.395465,1.223582,5.071068
G,spiral,-6.410142,1.226492,5.063792
G,spiral,-6.434442,1.244803,5.081479
G,spiral,-6.425144,1.245482,5.088104
G,spiral,-6.425922,1.24661,5.093192
G,spiral,-6.453146,1.278131,5.091642
G,spiral,-6.413809,1.246919,5.067839
G,spiral,-6.383929,1.236872,5.072141
G,spiral,-6.396678,1.247428,5.106626
G,spiral,-6.362236,1.2293,5.09829
G,spiral,-6.338436,1.226218,5.120001
G,spiral,-6.355531,1.225658,5.114048
G,spiral,-6.298496,1.239147,5.138157
G,spiral,-6.336181,1.210919,5.073032
G,spiral,-6.291286,1.24774,5.095882
G,spiral,-6.33308,1.233789,5.063915
G,spiral,-6.37105,1.21249,5.012546
G,spiral,-6.377678,1.201747,4.983772
G,spiral,-6.3746,1.210933,5.013886
G,spiral,-6.38825,1.227451,5.020695
G,spiral,-6.396541,1.240415,5.022986
G,spiral,-6.408813,1.235577,5.006906
G,spiral,-6.401703,1.235893,5.052558
G,spiral,-6.39715,1.239699,5.048296
G,spiral,-6.396239,1.232153,5.047431
G,spiral,-6.389249,1.23156,5.052183
G,spiral,-6.378353,1.232482,5.062017
G,spiral,-6.377986,1.223401,5.065742
G,spiral,-6.38542,1.223733,5.06774
G,spiral,-6.368853,1.24926,5.109556
G,spiral,-6.409342,1.238763,5.045844
G,spiral,-6.414392,1.256074,5.052528
G,spiral,-6.42463,1.254456,5.047455
G,spiral,-6.445904,1.252579,5.049303
G,spiral,-6.525813,1.589765,5.006462
G,spiral,-6.536394,1.623404,5.028417
G,spiral,-6.542871,1.645717,5.043712
G,spiral,-6.550356,1.656113,5.050744
G,spiral,-6.560934,1.664911,5.051841
G,spiral,-6.572473,1.659014,5.049159
G,spiral,-6.579978,1.647415,5.043089
G,spiral,-6.589247,1.625191,5.04191
G,spiral,-6.596917,1.605339,5.043413
G,spiral,-6.603008,1.584828,5.042355
G,spiral,-6.605337,1.562545,5.038383
G,spiral,-6.607205,1.514589,5.034703
G,spiral,-6.60166,1.495466,5.033309
G,spiral,-6.592138,1.452791,5.030628
G,spiral,-6.577142,1.40957,5.027552
G,spiral,-6.55421,1.391701,5.024654
G,spiral,-6.52875,1.364329,5.025708
G,spiral,-6.46869,1.327826,5.02182
G,spiral,-6.419235,1.317826,5.034278
G,spiral,-6.359996,1.313687,5.043375
G,spiral,-6.324237,1.319379,5.046306
G,spiral,-6.295992,1.324329,5.04403
G,spiral,-6.253841,1.33117,5.034441
G,spiral,-6.228597,1.339228,5.013969
G,spiral,-6.199059,1.348675,5.005836
