Username,Trajectory,X,Y,Z
RAJ,Star,-6.246494,1.234826,4.892761
RAJ,Star,-6.243963,1.233256,4.894297
RAJ,Star,-6.239004,1.231322,4.896104
RAJ,Star,-6.233362,1.228968,4.899326
RAJ,Star,-6.231918,1.226587,4.904332
RAJ,Star,-6.228957,1.223396,4.907584
RAJ,Star,-6.226686,1.22204,4.912404
RAJ,Star,-6.224905,1.222421,4.915787
RAJ,Star,-6.226772,1.223228,4.920443
RAJ,Star,-6.228215,1.2219,4.9258
RAJ,Star,-6.228017,1.220796,4.930201
RAJ,Star,-6.227428,1.220071,4.933149
RAJ,Star,-6.227535,1.219557,4.937228
RAJ,Star,-6.226585,1.219215,4.939281
RAJ,Star,-6.226147,1.213508,4.943007
RAJ,Star,-6.224032,1.21477,4.939756
RAJ,Star,-6.222347,1.217549,4.937484
RAJ,Star,-6.223441,1.219295,4.934999
RAJ,Star,-6.223397,1.220665,4.932673
RAJ,Star,-6.223674,1.223683,4.929616
RAJ,Star,-6.223535,1.225566,4.925805
RAJ,Star,-6.221606,1.225168,4.921758
RAJ,Star,-6.21755,1.228048,4.917923
RAJ,Star,-6.216515,1.228015,4.916418
RAJ,Star,-6.215113,1.228309,4.914738
RAJ,Star,-6.214806,1.230424,4.912312
RAJ,Star,-6.213115,1.231245,4.909415
RAJ,Star,-6.210916,1.229699,4.907775
RAJ,Star,-6.210739,1.231007,4.907926
RAJ,Star,-6.210295,1.231707,4.907504
RAJ,Star,-6.213347,1.236132,4.908563
RAJ,Star,-6.215347,1.239461,4.910279
RAJ,Star,-6.217432,1.247123,4.912656
RAJ,Star,-6.222075,1.261412,4.914107
RAJ,Star,-6.222668,1.26729,4.914568
RAJ,Star,-6.221642,1.271966,4.913443
RAJ,Star,-6.220917,1.27633,4.913224
RAJ,Star,-6.224003,1.291783,4.916081
RAJ,Star,-6.224392,1.295717,4.916837
RAJ,Star,-6.230108,1.303758,4.920018
RAJ,Star,-6.23096,1.308888,4.920909
RAJ,Star,-6.233032,1.315527,4.922778
RAJ,Star,-6.23463,1.323737,4.923322
RAJ,Star,-6.239264,1.33342,4.925986
RAJ,Star,-6.242517,1.340341,4.927021
RAJ,Star,-6.246482,1.34525,4.928164
RAJ,Star,-6.249913,1.353213,4.93038
RAJ,Star,-6.251349,1.35851,4.92945
RAJ,Star,-6.255588,1.366168,4.929028
RAJ,Star,-6.261044,1.369873,4.928601
RAJ,Star,-6.261566,1.371173,4.927476
RAJ,Star,-6.267537,1.379023,4.929167
RAJ,Star,-6.271298,1.381492,4.928364
RAJ,Star,-6.275739,1.386284,4.928901
RAJ,Star,-6.280925,1.388483,4.930432
RAJ,Star,-6.285121,1.391485,4.931837
RAJ,Star,-6.290665,1.398573,4.93122
RAJ,Star,-6.294431,1.401544,4.932716
RAJ,Star,-6.299331,1.408521,4.931591
RAJ,Star,-6.30194,1.413378,4.930423
RAJ,Star,-6.304478,1.418247,4.929257
RAJ,Star,-6.30734,1.420787,4.927968
RAJ,Star,-6.311291,1.422906,4.928674
RAJ,Star,-6.316088,1.42318,4.931341
RAJ,Star,-6.321047,1.427821,4.934462
RAJ,Star,-6.328445,1.431622,4.936844
RAJ,Star,-6.33756,1.433261,4.941096
RAJ,Star,-6.341207,1.438035,4.939987
RAJ,Star,-6.347291,1.440896,4.940626
RAJ,Star,-6.354445,1.444257,4.942135
RAJ,Star,-6.359468,1.447155,4.942365
RAJ,Star,-6.365207,1.45063,4.942203
RAJ,Star,-6.370594,1.454412,4.941547
RAJ,Star,-6.376523,1.458435,4.94099
RAJ,Star,-6.380896,1.463441,4.940292
RAJ,Star,-6.38512,1.46828,4.939574
RAJ,Star,-6.387379,1.470617,4.937867
RAJ,Star,-6.391639,1.475121,4.93716
RAJ,Star,-6.394896,1.47911,4.936877
RAJ,Star,-6.311195,1.650473,4.799835
RAJ,Star,-6.311837,1.648287,4.797778
RAJ,Star,-6.31307,1.646921,4.797412
RAJ,Star,-6.313872,1.645671,4.797571
RAJ,Star,-6.314468,1.646272,4.798574
RAJ,Star,-6.315465,1.646996,4.800013
RAJ,Star,-6.378755,1.661011,4.652573
RAJ,Star,-6.38166,1.69138,4.646286
RAJ,Star,-6.382862,1.713569,4.643199
RAJ,Star,-6.381175,1.738238,4.640474
RAJ,Star,-6.376266,1.755618,4.638894
RAJ,Star,-6.371086,1.764517,4.634682
RAJ,Star,-6.365823,1.765956,4.629241
RAJ,Star,-6.361861,1.76311,4.624999
RAJ,Star,-6.361497,1.758096,4.622972
RAJ,Star,-6.357964,1.751262,4.618521
RAJ,Star,-6.357252,1.743528,4.61404
RAJ,Star,-6.355957,1.735274,4.608279
RAJ,Star,-6.353581,1.724274,4.60276
RAJ,Star,-6.35192,1.712815,4.597554
RAJ,Star,-6.351004,1.703661,4.593493
RAJ,Star,-6.349224,1.701521,4.591561
RAJ,Star,-6.351075,1.710886,4.592689
RAJ,Star,-6.347901,1.712711,4.591296
RAJ,Star,-6.351657,1.71114,4.590489
RAJ,Star,-6.354275,1.705823,4.58914
RAJ,Star,-6.364636,1.69568,4.587927
RAJ,Star,-6.367419,1.689942,4.589296
RAJ,Star,-6.377102,1.696351,4.595078
RAJ,Star,-6.383059,1.694395,4.596974
RAJ,Star,-6.384332,1.692131,4.597571
RAJ,Star,-6.392274,1.685941,4.59907
RAJ,Star,-6.406517,1.667837,4.59805
RAJ,Star,-6.413661,1.65035,4.59584
RAJ,Star,-6.425014,1.622113,4.596917
RAJ,Star,-6.434452,1.594187,4.599196
RAJ,Star,-6.437078,1.577164,4.600432
RAJ,Star,-6.434698,1.566869,4.600123
RAJ,Star,-6.431322,1.551336,4.601657
RAJ,Star,-6.430357,1.536764,4.60287
RAJ,Star,-6.427541,1.523711,4.605807
RAJ,Star,-6.427931,1.510082,4.609118
RAJ,Star,-6.42886,1.503814,4.610536
RAJ,Star,-6.429403,1.493213,4.617251
RAJ,Star,-6.429169,1.484503,4.626775
RAJ,Star,-6.430026,1.471979,4.638083
RAJ,Star,-6.430637,1.4635,4.644623
RAJ,Star,-6.426473,1.454255,4.650588
RAJ,Star,-6.423179,1.441957,4.65889
RAJ,Star,-6.418199,1.423619,4.669109
RAJ,Star,-6.419024,1.407048,4.678955
RAJ,Star,-6.416315,1.396047,4.686247
RAJ,Star,-6.413884,1.379613,4.696737
RAJ,Star,-6.411181,1.36761,4.705849
RAJ,Star,-6.403916,1.353516,4.71676
RAJ,Star,-6.396771,1.335407,4.728785
RAJ,Star,-6.391998,1.326651,4.735044
RAJ,Star,-6.396153,1.532376,4.524153
RAJ,Star,-6.396153,1.527992,4.524153
RAJ,Star,-6.396153,1.521425,4.524153
RAJ,Star,-6.396153,1.512268,4.524153
RAJ,Star,-6.396153,1.500737,4.524153
RAJ,Star,-6.396153,1.486975,4.524153
RAJ,Star,-6.396153,1.470905,4.524153
RAJ,Star,-6.396153,1.450667,4.524153
RAJ,Star,-6.396153,1.430897,4.524153
RAJ,Star,-6.396153,1.405842,4.524153
RAJ,Star,-6.396154,1.380601,4.524153
RAJ,Star,-6.396153,1.352966,4.524153
RAJ,Star,-6.396153,1.321203,4.524153
RAJ,Star,-6.396153,1.289856,4.524153
RAJ,Star,-6.396153,1.252874,4.524153
